Calendar_Year,Month,Policing_District,Data_Measure,Incident_Count
2014,May,Derry City & Strabane,Anti-Social Behaviour Incidents,486
2014,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,417
2014,May,Mid & East Antrim,Anti-Social Behaviour Incidents,363
2014,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,383
2014,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Jun,Northern Ireland,Anti-Social Behaviour Incidents,6093
2014,Jun,Belfast City,Anti-Social Behaviour Incidents,1813
2014,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,349
2014,Jun,Ards & North Down,Anti-Social Behaviour Incidents,553
2014,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,449
2014,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,624
2014,Jun,Mid Ulster,Anti-Social Behaviour Incidents,351
2014,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,261
2014,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,484
2014,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,421
2014,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,337
2014,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,451
2014,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Jul,Northern Ireland,Anti-Social Behaviour Incidents,6641
2014,Jul,Belfast City,Anti-Social Behaviour Incidents,1883
2014,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,343
2014,Jul,Ards & North Down,Anti-Social Behaviour Incidents,671
2014,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,522
2014,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,688
2014,Jul,Mid Ulster,Anti-Social Behaviour Incidents,356
2014,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,300
2014,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,529
2014,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,469
2014,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,413
2014,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,467
2014,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Aug,Northern Ireland,Anti-Social Behaviour Incidents,5687
2014,Aug,Belfast City,Anti-Social Behaviour Incidents,1641
2014,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,311
2014,Aug,Ards & North Down,Anti-Social Behaviour Incidents,505
2014,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,474
2014,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,487
2014,Aug,Mid Ulster,Anti-Social Behaviour Incidents,309
2014,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,277
2014,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,499
2014,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,384
2014,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,351
2014,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,449
2014,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5638
2014,Sep,Belfast City,Anti-Social Behaviour Incidents,1819
2014,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,309
2014,Sep,Ards & North Down,Anti-Social Behaviour Incidents,498
2014,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,418
2014,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,470
2014,Sep,Mid Ulster,Anti-Social Behaviour Incidents,272
2014,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,267
2014,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,472
2014,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,331
2014,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,328
2014,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,454
2014,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Oct,Northern Ireland,Anti-Social Behaviour Incidents,5274
2014,Oct,Belfast City,Anti-Social Behaviour Incidents,1506
2014,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,291
2014,Oct,Ards & North Down,Anti-Social Behaviour Incidents,439
2014,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,459
2014,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,474
2014,Oct,Mid Ulster,Anti-Social Behaviour Incidents,348
2014,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,305
2014,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,439
2014,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,312
2014,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,322
2014,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,379
2014,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Nov,Northern Ireland,Anti-Social Behaviour Incidents,4046
2014,Nov,Belfast City,Anti-Social Behaviour Incidents,1193
2014,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,231
2014,Nov,Ards & North Down,Anti-Social Behaviour Incidents,330
2014,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,289
2014,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,409
2014,Nov,Mid Ulster,Anti-Social Behaviour Incidents,225
2014,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,224
2014,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,321
2014,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,276
2014,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,260
2014,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,288
2014,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2014,Dec,Northern Ireland,Anti-Social Behaviour Incidents,3934
2014,Dec,Belfast City,Anti-Social Behaviour Incidents,1234
2014,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,225
2014,Dec,Ards & North Down,Anti-Social Behaviour Incidents,355
2014,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,304
2014,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,356
2014,Dec,Mid Ulster,Anti-Social Behaviour Incidents,227
2014,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,200
2014,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,312
2014,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,208
2014,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,240
2014,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,273
2014,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4046
2015,Jan,Belfast City,Anti-Social Behaviour Incidents,1188
2015,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,245
2015,Jan,Ards & North Down,Anti-Social Behaviour Incidents,369
2015,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,312
2015,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,359
2015,Jan,Mid Ulster,Anti-Social Behaviour Incidents,229
2015,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,164
2015,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,320
2015,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,286
2015,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,250
2015,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,324
2015,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Feb,Northern Ireland,Anti-Social Behaviour Incidents,3902
2015,Feb,Belfast City,Anti-Social Behaviour Incidents,1230
2015,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,199
2015,Feb,Ards & North Down,Anti-Social Behaviour Incidents,324
2015,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,291
2015,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,384
2015,Feb,Mid Ulster,Anti-Social Behaviour Incidents,193
2015,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,151
2015,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,325
2015,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,263
2015,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,275
2015,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,267
2015,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Mar,Northern Ireland,Anti-Social Behaviour Incidents,4565
2015,Mar,Belfast City,Anti-Social Behaviour Incidents,1517
2015,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,246
2015,Mar,Ards & North Down,Anti-Social Behaviour Incidents,414
2015,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,324
2015,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,387
2015,Mar,Mid Ulster,Anti-Social Behaviour Incidents,252
2015,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,181
2015,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,378
2015,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,281
2015,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,262
2015,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,323
2015,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Apr,Northern Ireland,Anti-Social Behaviour Incidents,5158
2015,Apr,Belfast City,Anti-Social Behaviour Incidents,1613
2015,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,301
2015,Apr,Ards & North Down,Anti-Social Behaviour Incidents,505
2015,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,352
2015,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,476
2015,Apr,Mid Ulster,Anti-Social Behaviour Incidents,252
2015,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,236
2015,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,396
2015,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,318
2015,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,341
2015,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,368
2015,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,May,Northern Ireland,Anti-Social Behaviour Incidents,5017
2015,May,Belfast City,Anti-Social Behaviour Incidents,1522
2015,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,286
2015,May,Ards & North Down,Anti-Social Behaviour Incidents,501
2015,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,382
2015,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,422
2015,May,Mid Ulster,Anti-Social Behaviour Incidents,277
2015,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,228
2015,May,Derry City & Strabane,Anti-Social Behaviour Incidents,415
2015,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,313
2015,May,Mid & East Antrim,Anti-Social Behaviour Incidents,323
2015,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,348
2015,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Jun,Northern Ireland,Anti-Social Behaviour Incidents,5397
2015,Jun,Belfast City,Anti-Social Behaviour Incidents,1621
2015,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,306
2015,Jun,Ards & North Down,Anti-Social Behaviour Incidents,527
2015,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,374
2015,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,496
2015,Jun,Mid Ulster,Anti-Social Behaviour Incidents,254
2015,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,218
2015,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,386
2015,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,341
2015,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,378
2015,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,496
2015,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Jul,Northern Ireland,Anti-Social Behaviour Incidents,5416
2015,Jul,Belfast City,Anti-Social Behaviour Incidents,1635
2015,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,298
2015,Jul,Ards & North Down,Anti-Social Behaviour Incidents,513
2015,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,444
2015,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,530
2015,Jul,Mid Ulster,Anti-Social Behaviour Incidents,271
2015,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,227
2015,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,425
2015,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,363
2015,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,316
2015,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,394
2015,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Aug,Northern Ireland,Anti-Social Behaviour Incidents,5652
2015,Aug,Belfast City,Anti-Social Behaviour Incidents,1733
2015,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,321
2015,Aug,Ards & North Down,Anti-Social Behaviour Incidents,523
2015,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,447
2015,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,497
2015,Aug,Mid Ulster,Anti-Social Behaviour Incidents,257
2015,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,225
2015,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,458
2015,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,394
2015,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,350
2015,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,447
2015,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5124
2015,Sep,Belfast City,Anti-Social Behaviour Incidents,1551
2015,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,307
2015,Sep,Ards & North Down,Anti-Social Behaviour Incidents,441
2015,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,378
2015,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,487
2015,Sep,Mid Ulster,Anti-Social Behaviour Incidents,236
2015,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,235
2015,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,416
2015,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,314
2015,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,334
2015,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,425
2015,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Oct,Northern Ireland,Anti-Social Behaviour Incidents,6064
2015,Oct,Belfast City,Anti-Social Behaviour Incidents,1674
2015,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,380
2015,Oct,Ards & North Down,Anti-Social Behaviour Incidents,542
2015,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,494
2015,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,593
2015,Oct,Mid Ulster,Anti-Social Behaviour Incidents,381
2015,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,233
2015,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,492
2015,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,408
2015,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,373
2015,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,494
2015,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Nov,Northern Ireland,Anti-Social Behaviour Incidents,3991
2015,Nov,Belfast City,Anti-Social Behaviour Incidents,1211
2015,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,242
2015,Nov,Ards & North Down,Anti-Social Behaviour Incidents,316
2015,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,313
2015,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,419
2015,Nov,Mid Ulster,Anti-Social Behaviour Incidents,183
2015,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,214
2015,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,309
2015,Nov,Causeway Coast & Glens,Anti-Social Behaviour Incidents,252
2015,Nov,Mid & East Antrim,Anti-Social Behaviour Incidents,281
2015,Nov,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,251
2015,Nov,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2015,Dec,Northern Ireland,Anti-Social Behaviour Incidents,4312
2015,Dec,Belfast City,Anti-Social Behaviour Incidents,1392
2015,Dec,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,270
2015,Dec,Ards & North Down,Anti-Social Behaviour Incidents,378
2015,Dec,Newry Mourne & Down,Anti-Social Behaviour Incidents,288
2015,Dec,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,368
2015,Dec,Mid Ulster,Anti-Social Behaviour Incidents,197
2015,Dec,Fermanagh & Omagh,Anti-Social Behaviour Incidents,207
2015,Dec,Derry City & Strabane,Anti-Social Behaviour Incidents,330
2015,Dec,Causeway Coast & Glens,Anti-Social Behaviour Incidents,272
2015,Dec,Mid & East Antrim,Anti-Social Behaviour Incidents,303
2015,Dec,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,307
2015,Dec,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Jan,Northern Ireland,Anti-Social Behaviour Incidents,4046
2016,Jan,Belfast City,Anti-Social Behaviour Incidents,1233
2016,Jan,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,268
2016,Jan,Ards & North Down,Anti-Social Behaviour Incidents,300
2016,Jan,Newry Mourne & Down,Anti-Social Behaviour Incidents,307
2016,Jan,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,404
2016,Jan,Mid Ulster,Anti-Social Behaviour Incidents,202
2016,Jan,Fermanagh & Omagh,Anti-Social Behaviour Incidents,168
2016,Jan,Derry City & Strabane,Anti-Social Behaviour Incidents,365
2016,Jan,Causeway Coast & Glens,Anti-Social Behaviour Incidents,245
2016,Jan,Mid & East Antrim,Anti-Social Behaviour Incidents,269
2016,Jan,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,285
2016,Jan,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Feb,Northern Ireland,Anti-Social Behaviour Incidents,4061
2016,Feb,Belfast City,Anti-Social Behaviour Incidents,1391
2016,Feb,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,241
2016,Feb,Ards & North Down,Anti-Social Behaviour Incidents,330
2016,Feb,Newry Mourne & Down,Anti-Social Behaviour Incidents,305
2016,Feb,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,398
2016,Feb,Mid Ulster,Anti-Social Behaviour Incidents,164
2016,Feb,Fermanagh & Omagh,Anti-Social Behaviour Incidents,163
2016,Feb,Derry City & Strabane,Anti-Social Behaviour Incidents,334
2016,Feb,Causeway Coast & Glens,Anti-Social Behaviour Incidents,219
2016,Feb,Mid & East Antrim,Anti-Social Behaviour Incidents,271
2016,Feb,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,245
2016,Feb,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Mar,Northern Ireland,Anti-Social Behaviour Incidents,5264
2016,Mar,Belfast City,Anti-Social Behaviour Incidents,1684
2016,Mar,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,299
2016,Mar,Ards & North Down,Anti-Social Behaviour Incidents,440
2016,Mar,Newry Mourne & Down,Anti-Social Behaviour Incidents,394
2016,Mar,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,524
2016,Mar,Mid Ulster,Anti-Social Behaviour Incidents,232
2016,Mar,Fermanagh & Omagh,Anti-Social Behaviour Incidents,224
2016,Mar,Derry City & Strabane,Anti-Social Behaviour Incidents,422
2016,Mar,Causeway Coast & Glens,Anti-Social Behaviour Incidents,358
2016,Mar,Mid & East Antrim,Anti-Social Behaviour Incidents,303
2016,Mar,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,384
2016,Mar,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Apr,Northern Ireland,Anti-Social Behaviour Incidents,4472
2016,Apr,Belfast City,Anti-Social Behaviour Incidents,1453
2016,Apr,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,246
2016,Apr,Ards & North Down,Anti-Social Behaviour Incidents,447
2016,Apr,Newry Mourne & Down,Anti-Social Behaviour Incidents,329
2016,Apr,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,423
2016,Apr,Mid Ulster,Anti-Social Behaviour Incidents,196
2016,Apr,Fermanagh & Omagh,Anti-Social Behaviour Incidents,180
2016,Apr,Derry City & Strabane,Anti-Social Behaviour Incidents,343
2016,Apr,Causeway Coast & Glens,Anti-Social Behaviour Incidents,274
2016,Apr,Mid & East Antrim,Anti-Social Behaviour Incidents,271
2016,Apr,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,310
2016,Apr,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,May,Northern Ireland,Anti-Social Behaviour Incidents,5366
2016,May,Belfast City,Anti-Social Behaviour Incidents,1675
2016,May,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,340
2016,May,Ards & North Down,Anti-Social Behaviour Incidents,479
2016,May,Newry Mourne & Down,Anti-Social Behaviour Incidents,423
2016,May,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,550
2016,May,Mid Ulster,Anti-Social Behaviour Incidents,222
2016,May,Fermanagh & Omagh,Anti-Social Behaviour Incidents,229
2016,May,Derry City & Strabane,Anti-Social Behaviour Incidents,410
2016,May,Causeway Coast & Glens,Anti-Social Behaviour Incidents,357
2016,May,Mid & East Antrim,Anti-Social Behaviour Incidents,327
2016,May,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,354
2016,May,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Jun,Northern Ireland,Anti-Social Behaviour Incidents,5452
2016,Jun,Belfast City,Anti-Social Behaviour Incidents,1643
2016,Jun,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,266
2016,Jun,Ards & North Down,Anti-Social Behaviour Incidents,469
2016,Jun,Newry Mourne & Down,Anti-Social Behaviour Incidents,435
2016,Jun,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,613
2016,Jun,Mid Ulster,Anti-Social Behaviour Incidents,258
2016,Jun,Fermanagh & Omagh,Anti-Social Behaviour Incidents,231
2016,Jun,Derry City & Strabane,Anti-Social Behaviour Incidents,452
2016,Jun,Causeway Coast & Glens,Anti-Social Behaviour Incidents,371
2016,Jun,Mid & East Antrim,Anti-Social Behaviour Incidents,368
2016,Jun,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,346
2016,Jun,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Jul,Northern Ireland,Anti-Social Behaviour Incidents,5641
2016,Jul,Belfast City,Anti-Social Behaviour Incidents,1713
2016,Jul,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,276
2016,Jul,Ards & North Down,Anti-Social Behaviour Incidents,473
2016,Jul,Newry Mourne & Down,Anti-Social Behaviour Incidents,461
2016,Jul,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,595
2016,Jul,Mid Ulster,Anti-Social Behaviour Incidents,243
2016,Jul,Fermanagh & Omagh,Anti-Social Behaviour Incidents,267
2016,Jul,Derry City & Strabane,Anti-Social Behaviour Incidents,459
2016,Jul,Causeway Coast & Glens,Anti-Social Behaviour Incidents,418
2016,Jul,Mid & East Antrim,Anti-Social Behaviour Incidents,376
2016,Jul,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,360
2016,Jul,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Aug,Northern Ireland,Anti-Social Behaviour Incidents,5885
2016,Aug,Belfast City,Anti-Social Behaviour Incidents,1720
2016,Aug,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,313
2016,Aug,Ards & North Down,Anti-Social Behaviour Incidents,542
2016,Aug,Newry Mourne & Down,Anti-Social Behaviour Incidents,527
2016,Aug,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,531
2016,Aug,Mid Ulster,Anti-Social Behaviour Incidents,226
2016,Aug,Fermanagh & Omagh,Anti-Social Behaviour Incidents,271
2016,Aug,Derry City & Strabane,Anti-Social Behaviour Incidents,510
2016,Aug,Causeway Coast & Glens,Anti-Social Behaviour Incidents,451
2016,Aug,Mid & East Antrim,Anti-Social Behaviour Incidents,425
2016,Aug,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,369
2016,Aug,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Sep,Northern Ireland,Anti-Social Behaviour Incidents,5238
2016,Sep,Belfast City,Anti-Social Behaviour Incidents,1635
2016,Sep,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,238
2016,Sep,Ards & North Down,Anti-Social Behaviour Incidents,459
2016,Sep,Newry Mourne & Down,Anti-Social Behaviour Incidents,433
2016,Sep,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,519
2016,Sep,Mid Ulster,Anti-Social Behaviour Incidents,272
2016,Sep,Fermanagh & Omagh,Anti-Social Behaviour Incidents,183
2016,Sep,Derry City & Strabane,Anti-Social Behaviour Incidents,403
2016,Sep,Causeway Coast & Glens,Anti-Social Behaviour Incidents,361
2016,Sep,Mid & East Antrim,Anti-Social Behaviour Incidents,369
2016,Sep,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,366
2016,Sep,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Oct,Northern Ireland,Anti-Social Behaviour Incidents,5840
2016,Oct,Belfast City,Anti-Social Behaviour Incidents,1530
2016,Oct,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,330
2016,Oct,Ards & North Down,Anti-Social Behaviour Incidents,516
2016,Oct,Newry Mourne & Down,Anti-Social Behaviour Incidents,512
2016,Oct,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,619
2016,Oct,Mid Ulster,Anti-Social Behaviour Incidents,373
2016,Oct,Fermanagh & Omagh,Anti-Social Behaviour Incidents,253
2016,Oct,Derry City & Strabane,Anti-Social Behaviour Incidents,462
2016,Oct,Causeway Coast & Glens,Anti-Social Behaviour Incidents,389
2016,Oct,Mid & East Antrim,Anti-Social Behaviour Incidents,427
2016,Oct,Antrim & Newtownabbey,Anti-Social Behaviour Incidents,429
2016,Oct,No Policing District Assigned,Anti-Social Behaviour Incidents,0
2016,Nov,Northern Ireland,Anti-Social Behaviour Incidents,3952
2016,Nov,Belfast City,Anti-Social Behaviour Incidents,1185
2016,Nov,Lisburn & Castlereagh City,Anti-Social Behaviour Incidents,233
2016,Nov,Ards & North Down,Anti-Social Behaviour Incidents,315
2016,Nov,Newry Mourne & Down,Anti-Social Behaviour Incidents,301
2016,Nov,Armagh City Banbridge & Craigavon,Anti-Social Behaviour Incidents,419
2016,Nov,Mid Ulster,Anti-Social Behaviour Incidents,183
2016,Nov,Fermanagh & Omagh,Anti-Social Behaviour Incidents,162
2016,Nov,Derry City & Strabane,Anti-Social Behaviour Incidents,327
